#Region	Chromosome	Start_position	End_position	Pass_or_flag	Read count	Median coverage	Minimum coverage	Median quality coverage	Minimum quality coverage	Maximum fraction of low mapping quality	Maximum fraction of low base quality
TET2Exon6_0624	chr4	106164931	106165052	FLAG	811	572	571	570	7	0	0.988
TET2Exon7_0625	chr4	106180752	106180873	PASS	423	421	196	413	190	0	0.524
TET2Exon7_0626	chr4	106180827	106180938	PASS	423	422	226	412	201	0	0.524
TET2Exon9_0628	chr4	106190753	106190864	PASS	441	341	341	340	331	0	0.19
TET2Exon9_0629	chr4	106190847	106190963	FLAG	441	101	101	101	96	0	0.7
TET2Exon10_0630	chr4	106193698	106193814	PASS	582	561	561	559	543	0	0.052
TET2Exon10_0631	chr4	106193787	106193898	FLAG	888	326	21	326	20	0	0.844
TET2Exon10_0632	chr4	106193893	106194014	PASS	548	327	306	324	296	0	0.181
TET2Exon10_0633	chr4	106193993	106194104	PASS	528	222	222	222	201	0	0.471
TET2Exon11_0634	chr4	106196197	106196308	PASS	1391	148	145	145	132	0	0.673
TET2Exon11_0635	chr4	106196288	106196399	PASS	1549	1374	1238	1343	155	0	0.887
TET2Exon11_0636	chr4	106196391	106196507	PASS	1476	222	153	218	148	0	0.8
TET2Exon11_0637	chr4	106196481	106196602	FLAG	804	222	70	217	67	0	0.684
TET2Exon11_0638	chr4	106196593	106196704	PASS	870	644	581	587	561	0	0.1
TET2Exon11_0639	chr4	106196697	106196818	PASS	1065	461	197	456	192	0	0.7
TET2Exon11_0640	chr4	106196788	106196899	PASS	887	461	259	456	252	0	0.419
TET2Exon11_0641	chr4	106196892	106197003	FLAG	1021	665	413	586	16	0	0.961
TET2Exon11_0642	chr4	106196992	106197103	FLAG	1156	742	335	732	12	0	0.966
TET2Exon11_0643	chr4	106197074	106197185	FLAG	1181	741	407	720	19	0	0.953
TET2Exon11_0644	chr4	106197182	106197298	PASS	1559	843	435	832	417	0	0.395
TET2Exon11_0645	chr4	106197276	106197392	PASS	1683	1148	712	1139.5	398	0	0.653
TET2Exon11_0646	chr4	106197364	106197475	PASS	1334	622	533	615	514	0	0.517
TET2Exon11_0647	chr4	106197465	106197581	FLAG	1385	284	89	275	85	0	0.645
TET2Exon11_0648	chr4	106197563	106197679	PASS	859	769.5	285	763	207	0	0.731
TET2Exon11_0649	chr4	106197603	106197714	PASS	774	769	573	760	207	0	0.731
NPM1Exon11_0650	chr5	170837508	170837619	FLAG	259	259	259	256	73	0	0.718
CUX1Exon15_0651	chr7	101839883	101839994	FLAG	174	34	34	34	30	0	0.538
CUX1Exon15_0652	chr7	101839987	101840098	PASS	866	135	133	133	124	0	0.517
CUX1Exon15_0653	chr7	101840095	101840216	FLAG	1244	700	693	692	28	0	0.96
CUX1Exon15_0654	chr7	101840201	101840322	PASS	1329	459	419	420	404	0	0.578
CUX1Exon15_0655	chr7	101840320	101840441	FLAG	1104	219	219	218	4	0	0.982
CUX1Exon15_0656	chr7	101840439	101840550	PASS	1148	683	465	647	453	0	0.503
CUX1Exon15_0657	chr7	101840531	101840642	PASS	930	464	458	462	444	0.002	0.254
CUX1Exon16_0658	chr7	101842044	101842155	FLAG	349	349	349	347	13	0	0.963
CUX1Exon17_0659	chr7	101843318	101843429	PASS	296	296	141	292	139	0	0.308
CUX1Exon17_0660	chr7	101843355	101843466	PASS	296	296	155	291	148	0	0.248
CUX1Exon18_0661	chr7	101844624	101844745	PASS	566	227	226	226	212	0	0.382
CUX1Exon18_0662	chr7	101844719	101844840	PASS	740	489	317	480	155	0	0.722
CUX1Exon18_0663	chr7	101844810	101844921	PASS	709	376	158	323	140	0	0.566
CUX1Exon18_0664	chr7	101844914	101845025	FLAG	968	218	218	218	22	0	0.899
CUX1Exon18_0665	chr7	101845021	101845132	PASS	939	625	592	591	570	0	0.166
CUX1Exon18_0666	chr7	101845125	101845246	PASS	920	328	131	319	124	0	0.555
CUX1Exon18_0667	chr7	101845215	101845336	PASS	377	246	197	242	138	0	0.579
CUX1Exon18_0668	chr7	101845329	101845445	FLAG	617	232	48	119	2	0	0.958
CUX1Exon18_0669	chr7	101845428	101845549	PASS	420	370	370	368	353	0	0.115
CUX1Exon19_0670	chr7	101847661	101847772	PASS	512	496	193	351	184	0	0.565
CUX1Exon19_0671	chr7	101847732	101847843	FLAG	512	511	317	497	10	0	0.968
CUX1Exon20_0672	chr7	101848367	101848478	FLAG	567	566	563	563	19	0	0.966
CUX1Exon21_0673	chr7	101870631	101870742	FLAG	742	488	472	486	10	0	0.979
CUX1Exon21_0674	chr7	101870713	101870824	PASS	876	405	254	401	221	0	0.605
CUX1Exon21_0675	chr7	101870820	101870931	FLAG	829	572	148	562	14	0	0.92
CUX1Exon21_0676	chr7	101870871	101870982	FLAG	572	572	423	561	47	0	0.892
CUX1Exon22_0677	chr7	101877308	101877424	PASS	801	488	488	485	468	0	0.17
CUX1Exon22_0678	chr7	101877412	101877523	PASS	1490	997	313	918	299	0	0.453
CUX1Exon22_0679	chr7	101877490	101877601	PASS	1002	687	685	683	658	0	0.255
CUX1Exon23_0681	chr7	101882684	101882805	FLAG	916	910	303	888	19	0	0.938
CUX1Exon23_0682	chr7	101882759	101882870	PASS	915	905	610	823	577	0	0.303
BRAFExon15_0683	chr7	140453042	140453158	FLAG	366	176.5	171	171	10	0	0.942
BRAFExon15_0684	chr7	140453128	140453239	PASS	366	188	188	187	181	0	0.444
EZH2Exon18_0685	chr7	148506144	148506255	PASS	238	238	232	235	223	0	0.039
EZH2Exon17_0686	chr7	148506387	148506498	PASS	206	206	206	205	199	0	0.034
EZH2Exon16_0687	chr7	148507401	148507512	FLAG	385	385	381	382	16	0	0.958
EZH2Exon15_0688	chr7	148508711	148508822	PASS	259	257	257	255	245	0	0.047
EZH2Exon14_0689	chr7	148511026	148511137	PASS	1036	225	224	224	214	0	0.478
EZH2Exon14_0690	chr7	148511127	148511238	PASS	1035	812	810	809	219	0	0.788
EZH2Exon13_0691	chr7	148511998	148512114	PASS	691	553	553	550	537	0	0.166
EZH2Exon13_0692	chr7	148512102	148512213	FLAG	690	138	138	138	6	0	0.957
EZH2Exon12_0693	chr7	148512589	148512700	FLAG	292	292	292	290	4	0	0.986
EZH2Exon11_0694	chr7	148513770	148513881	FLAG	182	182	181	181	5	0	0.973
EZH2Exon10_0695	chr7	148514283	148514404	FLAG	559	270	270	269	4	0	0.985
EZH2_exon10_0003	chr7	148514283	148514404	FLAG	559	270	270	269	4	0	0.985
EZH2Exon10_0696	chr7	148514386	148514502	PASS	560	290	290	289	280	0	0.441
EZH2_exon10_0004	chr7	148514386	148514502	PASS	560	290	290	289	280	0	0.441
EZH2Exon9_0697	chr7	148514961	148515077	PASS	498	181	179	179	170	0	0.339
EZH2Exon9_0698	chr7	148515048	148515159	PASS	703	523	497	513	196	0	0.606
EZH2Exon9_0699	chr7	148515108	148515219	PASS	524	521	205	509	196	0	0.449
EZH2Exon8_0700	chr7	148516654	148516765	FLAG	444	444	216	438	6	0	0.972
EZH2Exon8_0701	chr7	148516724	148516835	PASS	444	437	226	314	218	0	0.509
EZH2Exon7_0702	chr7	148523532	148523648	PASS	671	412	411	411	218	0	0.675
EZH2Exon7_0703	chr7	148523632	148523748	PASS	671	259	259	259	250	0	0.446
EZH2Exon6_0704	chr7	148524226	148524337	FLAG	200	199	89	189	83	0	0.55
EZH2Exon6_0705	chr7	148524301	148524412	FLAG	200	196	111	177	90	0	0.55
EZH2Exon5_0706	chr7	148525815	148525926	FLAG	1354	1354	257	1336	5	0	0.981
EZH2Exon5_0707	chr7	148525869	148525980	FLAG	1354	1354	1097	1335	20	0	0.982
EZH2Exon4_0708	chr7	148526808	148526924	FLAG	710	204	203	203	9	0	0.956
EZH2Exon4_0709	chr7	148526909	148527025	PASS	710	505	505	504	490	0	0.267
EZH2Exon3_0711	chr7	148543595	148543706	FLAG	573	573	566	567	23	0	0.96
EZH2Exon2_0712	chr7	148544239	148544350	FLAG	463	460	84	434	0	0	1
EZH2Exon2_0713	chr7	148544313	148544424	FLAG	463	381	379	379	93	0	0.799
RAD21Exon13_0714	chr8	117861170	117861281	FLAG	111	111	110	110	3	0	0.973
RAD21Exon12_0715	chr8	117862826	117862947	FLAG	392	392	392	390	9	0	0.977
RAD21Exon11_0717	chr8	117864155	117864271	FLAG	302	169	168	168	81	0	0.725
RAD21Exon11_0718	chr8	117864251	117864362	PASS	291	132	132	132	125	0	0.134
RAD21Exon10_0719	chr8	117864769	117864880	FLAG	288	288	243	282	6	0	0.975
RAD21Exon10_0720	chr8	117864842	117864958	FLAG	288	54.5	44	44.5	42	0	0.792
RAD21Exon9_0721	chr8	117866456	117866567	FLAG	103	39	39	39	0	0	1
RAD21Exon9_0722	chr8	117866565	117866676	FLAG	153	71	64	67	60	0	0.173
RAD21Exon9_0723	chr8	117866669	117866790	FLAG	114	37	37	37	1	0	0.973
RAD21_exon8_0005	chr8	117868378	117868489	FLAG	187	96	96	96	91	0.005	0.297
RAD21Exon8_0724	chr8	117868378	117868489	FLAG	187	96	96	96	91	0.005	0.297
RAD21_exon8_0006	chr8	117868475	117868586	FLAG	188	90	89	89	64	0.016	0.383
RAD21Exon8_0725	chr8	117868475	117868586	FLAG	188	90	89	89	64	0.016	0.383
RAD21Exon7_0726	chr8	117868858	117868969	FLAG	584	567	305	425	17	0	0.944
RAD21Exon7_0727	chr8	117868932	117869053	FLAG	584	279	279	279	10	0	0.964
RAD21Exon6_0728	chr8	117869499	117869620	FLAG	380	120	120	120	4	0	0.967
RAD21_exon6_0007	chr8	117869499	117869620	FLAG	380	120	120	120	4	0	0.967
RAD21_exon6_0008	chr8	117869612	117869723	FLAG	380	256	256	255	4	0	0.985
RAD21Exon6_0729	chr8	117869612	117869723	FLAG	380	256	256	255	4	0	0.985
RAD21Exon5_0730	chr8	117870559	117870670	PASS	366	365	110	123	107	0	0.689
RAD21Exon5_0731	chr8	117870637	117870748	PASS	366	268	256	256	114	0	0.689
RAD21Exon4_0732	chr8	117874053	117874164	FLAG	62	62	59	61	6	0	0.903
RAD21Exon3_0734	chr8	117875357	117875468	PASS	814	813	610	796	205	0.003	0.748
RAD21Exon3_0735	chr8	117875417	117875533	FLAG	814	814	200	800	6	0.004	0.97
RAD21Exon2_0736	chr8	117878796	117878907	FLAG	321	89	89	89	83	0	0.429
RAD21Exon2_0737	chr8	117878891	117879002	PASS	321	232	232	231	223	0	0.11
JAK2Exon11_0738	chr9	5068996	5069107	FLAG	2005	863	863	862	17	0	0.98
JAK2Exon11_0739	chr9	5069077	5069188	PASS	2043	1180	1180	1177	1158	0	0.381
JAK2Exon11_0740	chr9	5069122	5069243	PASS	1955	1180	583	1170	570	0	0.381
JAK2Exon12_0742	chr9	5069996	5070107	FLAG	333	320	320	319	35	0	0.895
JAK2Exon13_0743	chr9	5072483	5072594	PASS	305	124	124	124	119	0	0.403
JAK2Exon13_0744	chr9	5072570	5072691	PASS	305	181	180	181	126	0	0.587
JAK2Exon14_0745	chr9	5073691	5073802	FLAG	537	537	537	533	11	0	0.98
JAK2Exon15_0746	chr9	5077432	5077548	FLAG	100	100	100	100	4	0	0.96
JAK2Exon16_0749	chr9	5078373	5078489	FLAG	431	411	411	409	12	0	0.971
JAK2Exon17_0750	chr9	5080219	5080335	PASS	259	205	205	204	197	0	0.085
JAK2Exon17_0751	chr9	5080330	5080446	FLAG	259	54	54	54	51	0	0.465
JAK2Exon18_0752	chr9	5080524	5080635	PASS	226	226	116	221	111	0	0.509
JAK2Exon18_0753	chr9	5080582	5080703	PASS	226	226	110	222	106	0	0.509
JAK2Exon19_0754	chr9	5081691	5081802	FLAG	196	57	57	57	2	0	0.965
JAK2Exon19_0755	chr9	5081799	5081920	FLAG	196	139	139	139	4	0	0.971
JAK2Exon20_0756	chr9	5089661	5089772	PASS	220	123	123	123	117	0	0.288
JAK2Exon20_0757	chr9	5089758	5089869	FLAG	219	97	97	97	93	0	0.438
JAK2Exon21_0759	chr9	5090497	5090608	PASS	168	168	167	166	160	0	0.048
ABL1Exon4_0768	chr9	133738125	133738246	FLAG	790	688	686	684	42	0	0.939
ABL1Exon4_0769	chr9	133738217	133738328	FLAG	1313	625	100	608	95	0	0.854
ABL1Exon4_0770	chr9	133738312	133738423	PASS	1635	1489	521	1211	498	0	0.605
ABL1Exon4_0771	chr9	133738383	133738494	FLAG	1530	1524	1010	1484	14	0	0.986
ABL1Exon5_0772	chr9	133747498	133747609	PASS	457	457	457	453	438	0	0.042
ABL1Exon6_0773	chr9	133748212	133748323	PASS	1035	907	906	903	157	0	0.848
ABL1Exon6_0774	chr9	133748302	133748413	PASS	2022	1069	254	1030	144	0	0.834
ABL1Exon6_0775	chr9	133748371	133748492	FLAG	1115	1112	987	1086	42	0	0.957
ABL1Exon7_0776	chr9	133750222	133750333	PASS	1170	473	473	472	345	0	0.693
ABL1Exon7_0777	chr9	133750310	133750426	PASS	2708	1170	697	1165.5	678	0	0.316
ABL1Exon7_0778	chr9	133750393	133750514	PASS	2236	1548	1538	1537	1501	0	0.102
ABL1Exon8_0779	chr9	133753768	133753884	PASS	649	328.5	307	307.5	300	0	0.46
ABL1Exon8_0780	chr9	133753852	133753963	PASS	648	429	342	348	330	0	0.46
ZRSR2Exon2_0781	chrX	15809042	15809153	PASS	152	152	152	151	142	0	0.066
ZRSR2Exon4_0783	chrX	15821778	15821889	PASS	318	174	174	174	170	0	0.417
ZRSR2Exon4_0784	chrX	15821874	15821985	FLAG	318	144	144	143	8	0	0.944
ZRSR2Exon5_0785	chrX	15822215	15822326	PASS	179	179	179	178	167	0	0.067
ZRSR2Exon6_0786	chrX	15826350	15826461	PASS	238	238	238	237	232	0	0.025
ZRSR2Exon7_0787	chrX	15827309	15827420	PASS	330	156	156	156	145	0.022	0.485
ZRSR2Exon7_0788	chrX	15827390	15827501	PASS	330	174	167	167	161	0.022	0.159
ZRSR2Exon8_0789	chrX	15833782	15833898	FLAG	307	165	164	164	4	0.006	0.976
ZRSR2Exon8_0790	chrX	15833891	15834007	PASS	504	340	142	332	135	0	0.535
ZRSR2Exon8_0791	chrX	15833948	15834069	PASS	340	340	190	334	184	0	0.324
ZRSR2Exon9_0792	chrX	15836666	15836777	FLAG	87	87	87	86	3	0	0.966
ZRSR2Exon10_0793	chrX	15838305	15838416	FLAG	217	191	191	190	10	0	0.948
ZRSR2Exon10_0794	chrX	15838414	15838525	FLAG	217	26	26	26	1	0	0.962
ZRSR2Exon11_0795	chrX	15840846	15840962	FLAG	132	60	60	60	56	0	0.439
ZRSR2Exon11_0796	chrX	15840931	15841047	FLAG	287	132	72	130	4	0	0.944
ZRSR2Exon11_0797	chrX	15841041	15841157	FLAG	243	171	155	168	7	0	0.955
ZRSR2Exon11_0800	chrX	15841317	15841438	FLAG	54	54	54	53	6	0	0.889
BCORExon15_0801	chrX	39911356	39911477	FLAG	393	154	153	154	11	0	0.957
BCORExon15_0802	chrX	39911471	39911582	FLAG	499	345	239	342	23	0	0.912
BCORExon15_0803	chrX	39911553	39911674	FLAG	345	100	99	100	93	0	0.486
BCORExon14_0804	chrX	39913107	39913223	FLAG	385	293	292	292	15	0	0.949
BCORExon14_0805	chrX	39913190	39913301	FLAG	385	93	92	93	88	0	0.731
BCORExon13_0806	chrX	39913501	39913612	FLAG	156	156	154	154	7	0	0.955
BCORExon12_0807	chrX	39914611	39914722	FLAG	266	160	160	160	5	0	0.969
BCORExon12_0808	chrX	39914720	39914841	PASS	266	106	106	106	103	0	0.312
BCORExon11_0809	chrX	39916398	39916514	FLAG	224	66	66	66	62	0	0.358
BCORExon11_0810	chrX	39916487	39916598	FLAG	224	158	158	158	74	0	0.67
BCORExon10_0811	chrX	39921386	39921497	FLAG	269	161	161	160	4	0	0.975
BCORExon10_0812	chrX	39921495	39921611	PASS	391	226	107	220	104	0	0.399
BCORExon10_0813	chrX	39921590	39921706	FLAG	229	122	122	122	32	0	0.858
BCORExon9_0814	chrX	39921991	39922112	PASS	332	122	121	121	105	0	0.632
BCORExon9_0815	chrX	39922092	39922208	PASS	673	327	210	277.5	204	0	0.522
BCORExon9_0816	chrX	39922198	39922319	PASS	568	353	338	339	312	0	0.12
BCORExon9_0817	chrX	39922309	39922430	FLAG	354	15	15	15	11	0	0.826
BCORExon8_0818	chrX	39922842	39922958	FLAG	1147	377	377	376	4	0	0.989
BCORExon8_0819	chrX	39922936	39923047	FLAG	1555	1143	770	1046	20	0	0.974
BCORExon8_0820	chrX	39923038	39923149	PASS	1179	408	408	406	396	0	0.355
BCORExon7_0821	chrX	39923580	39923701	PASS	454	185	183	181	156	0.005	0.53
BCORExon7_0822	chrX	39923697	39923818	PASS	1090	455	259	443	245	0.002	0.654
BCORExon7_0823	chrX	39923792	39923908	PASS	894	632	631	630	604	0	0.219
BCORExon6_0824	chrX	39930216	39930337	FLAG	832	751	751	746	19	0	0.975
BCORExon6_0825	chrX	39930324	39930435	FLAG	832	80	80	80	78	0	0.88
BCORExon4_0827	chrX	39931595	39931711	PASS	564	252	251	251	238	0	0.293
BCORExon4_0828	chrX	39931700	39931811	PASS	1023	564	313	550	305	0	0.559
BCORExon4_0829	chrX	39931793	39931904	PASS	1097	770	458	749	440	0	0.413
BCORExon4_0830	chrX	39931896	39932017	PASS	1154	345	326	326	318	0	0.47
BCORExon4_0831	chrX	39932013	39932124	FLAG	835	379	377	378	23	0	0.939
BCORExon4_0832	chrX	39932119	39932240	PASS	757	376	126	367	122	0	0.482
BCORExon4_0833	chrX	39932212	39932323	PASS	671	377	250	372	243	0	0.34
BCORExon4_0834	chrX	39932303	39932424	PASS	756	497	294	433	246	0	0.546
BCORExon4_0835	chrX	39932409	39932530	PASS	767	445	212	294	198	0	0.574
BCORExon4_0836	chrX	39932516	39932637	PASS	910	471	260	441	252	0	0.499
BCORExon4_0837	chrX	39932628	39932739	PASS	952	689	435	676	272	0	0.605
BCORExon4_0838	chrX	39932708	39932819	PASS	774	337	252	335	245	0	0.333
BCORExon4_0839	chrX	39932814	39932935	FLAG	568	107	84	86	77	0	0.534
BCORExon4_0840	chrX	39932931	39933042	PASS	395	311	230	305	223	0	0.26
BCORExon4_0841	chrX	39933012	39933128	FLAG	500	269	80	268	79	0	0.643
BCORExon4_0842	chrX	39933097	39933208	PASS	904	269	189	268	179	0	0.413
BCORExon4_0843	chrX	39933193	39933304	PASS	1014	824	636	814	212	0	0.742
BCORExon4_0844	chrX	39933275	39933391	PASS	1020	384	189	381	184	0	0.601
BCORExon4_0845	chrX	39933374	39933485	PASS	664	384	195	382	189	0	0.533
BCORExon4_0846	chrX	39933454	39933565	PASS	516	320	279	317	272	0	0.256
BCORExon4_0847	chrX	39933561	39933677	FLAG	508	210.5	42	101	6	0	0.971
BCORExon4_0848	chrX	39933660	39933771	FLAG	523	230	188	219	1	0	0.995
BCORExon4_0849	chrX	39933767	39933888	PASS	820	481	288	466	260	0	0.476
BCORExon4_0850	chrX	39933860	39933971	PASS	849	559	337	556	325	0	0.268
BCORExon4_0851	chrX	39933946	39934062	FLAG	786	447	222	443.5	50	0	0.823
BCORExon4_0852	chrX	39934048	39934159	PASS	578	347	216	340	135	0	0.611
BCORExon4_0853	chrX	39934147	39934258	PASS	450	234	131	231	123	0	0.303
BCORExon4_0854	chrX	39934227	39934348	FLAG	542	234	102	231	98	0	0.525
BCORExon4_0855	chrX	39934328	39934449	PASS	410	308	308	306	289	0	0.227
KDM6AExon2_0856	chrX	44733130	44733241	FLAG	15	15	15	15	14	0	0.067
KDM6AExon3_0858	chrX	44820584	44820695	FLAG	120	115	115	115	10	0	0.917
KDM6AExon4_0859	chrX	44833879	44833990	FLAG	99	99	99	99	95	0	0.04
KDM6AExon5_0860	chrX	44870198	44870309	PASS	120	120	120	119	114	0	0.05
KDM6AExon6_0861	chrX	44879820	44879931	FLAG	174	173	46	112	44	0	0.5
KDM6AExon6_0862	chrX	44879897	44880013	PASS	173	129.5	128	128	126	0	0.249
KDM6AExon8_0864	chrX	44896868	44896979	FLAG	43	43	43	43	41	0	0.047
KDM6AExon9_0866	chrX	44910983	44911094	PASS	174	174	174	173	169	0	0.029
KDM6AExon10_0867	chrX	44913039	44913160	FLAG	43	43	32	37	11	0	0.744
KDM6AExon10_0868	chrX	44913122	44913233	FLAG	43	43	11	37	9	0	0.744
KDM6AExon11_0870	chrX	44918330	44918441	FLAG	235	109	109	109	4	0	0.963
KDM6AExon12_0871	chrX	44918464	44918575	PASS	224	128	127	127	122	0	0.24
KDM6AExon12_0872	chrX	44918567	44918678	FLAG	276	148	76	147	57	0	0.44
KDM6AExon12_0873	chrX	44918619	44918740	FLAG	148	148	89	146	84	0	0.333
KDM6AExon13_0874	chrX	44919233	44919344	PASS	427	426	178	340	171	0.19	0.419
KDM6AExon13_0875	chrX	44919298	44919409	FLAG	427	426	249	339	13	0.317	0.928
KDM6AExon14_0877	chrX	44920594	44920705	FLAG	161	161	161	160	3	0	0.981
KDM6AExon15_0879	chrX	44921955	44922066	FLAG	41	41	41	41	2	0	0.951
KDM6AExon16_0880	chrX	44922638	44922759	FLAG	152	29	29	29	25	0	0.468
KDM6AExon16_0881	chrX	44922739	44922850	PASS	254	151	123	137	113	0	0.393
KDM6AExon16_0882	chrX	44922848	44922959	FLAG	321	102	102	102	1	0	0.99
KDM6AExon16_0883	chrX	44922953	44923069	FLAG	198	96	96	96	87	0	0.273
KDM6AExon17_0884	chrX	44928790	44928911	PASS	446	173	173	173	168	0	0.366
KDM6AExon17_0885	chrX	44928888	44928999	PASS	653	445	273	438	267	0	0.208
KDM6AExon17_0886	chrX	44928994	44929110	FLAG	589	219.5	210	210	11	0	0.948
KDM6AExon17_0887	chrX	44929103	44929224	PASS	438	228	105	225	101	0	0.59
KDM6AExon17_0888	chrX	44929194	44929305	PASS	318	213	123	211	110	0	0.518
KDM6AExon17_0889	chrX	44929284	44929395	FLAG	324	201	90	198	88	0	0.54
KDM6AExon17_0890	chrX	44929377	44929493	FLAG	470	197	111	172.5	70	0	0.641
KDM6AExon17_0891	chrX	44929483	44929594	PASS	475	364	272	360	268	0	0.264
KDM6AExon17_0892	chrX	44929543	44929659	FLAG	364	363	95	357	90	0	0.527
KDM6AExon18_0893	chrX	44935916	44936032	PASS	259	154	154	153	143	0	0.22
KDM6AExon18_0894	chrX	44936027	44936143	FLAG	259	105	105	105	9	0	0.924
KDM6AExon19_0895	chrX	44937616	44937727	FLAG	57	30	30	30	28	0	0.211
KDM6AExon19_0896	chrX	44937711	44937822	FLAG	57	27	27	27	26	0	0.439
KDM6AExon20_0897	chrX	44938359	44938470	FLAG	143	79	79	79	40	0	0.714
KDM6AExon20_0898	chrX	44938455	44938566	FLAG	330	251	143	246	74	0	0.705
KDM6AExon20_0899	chrX	44938516	44938637	FLAG	251	251	186	246	74	0	0.705
KDM6AExon22_0900	chrX	44941811	44941927	FLAG	212	212	212	211	7	0	0.967
KDM6AExon22_0902	chrX	44941975	44942086	FLAG	182	182	182	181	2	0	0.989
KDM6AExon23_0903	chrX	44942673	44942784	FLAG	130	107	106	107	23	0	0.823
KDM6AExon23_0904	chrX	44942764	44942885	FLAG	129	23	23	23	21	0	0.596
KDM6AExon24_0905	chrX	44945081	44945192	FLAG	194	141	141	141	1	0	0.993
KDM6AExon24_0906	chrX	44945179	44945290	FLAG	194	53	53	53	0	0	1
KDM6AExon25_0907	chrX	44948954	44949075	PASS	325	298	298	298	293	0.003	0.077
KDM6AExon25_0908	chrX	44949049	44949160	FLAG	510	212	212	211	33	0.005	0.84
KDM6AExon25_0909	chrX	44949110	44949231	FLAG	212	212	184	206	33	0.005	0.84
KDM6AExon26_0910	chrX	44949941	44950062	PASS	592	583	312	497	284	0	0.493
KDM6AExon26_0911	chrX	44950008	44950129	FLAG	592	592	280	580	6	0	0.979
KDM6AExon27_0912	chrX	44966647	44966758	FLAG	242	242	60	238	57	0	0.487
KDM6AExon27_0913	chrX	44966706	44966817	PASS	242	242	182	238	179	0	0.248
KDM6AExon28_0914	chrX	44969289	44969400	FLAG	269	95	95	95	0	0	1
KDM6AExon28_0915	chrX	44969388	44969509	FLAG	269	174	174	173	3	0	0.983
KDM6AExon29_0916	chrX	44970557	44970668	PASS	133	133	133	132	125	0	0.06
GATA1Exon2_0917	chrX	48649495	48649611	FLAG	159	106	106	106	9	0	0.915
GATA1Exon2_0918	chrX	48649598	48649719	FLAG	426	70	53	57	28	0	0.659
GATA1Exon2_0919	chrX	48649717	48649833	PASS	322	269	268	266	251	0	0.148
SMC1AExon23_0920	chrX	53407905	53408016	FLAG	58	58	58	58	4	0	0.931
SMC1AExon22_0921	chrX	53409121	53409232	FLAG	466	233	233	231	4	0	0.983
SMC1AExon22_0922	chrX	53409228	53409349	FLAG	466	233	232	232	6	0	0.974
SMC1AExon17_0923	chrX	53423386	53423502	FLAG	600	343	342	342	23	0	0.933
SMC1AExon17_0924	chrX	53423486	53423607	PASS	600	257	256	256	165	0	0.719
SMC1AExon16_0925	chrX	53426488	53426609	FLAG	144	144	33	137	31	0	0.34
SMC1AExon16_0926	chrX	53426567	53426678	PASS	144	142	111	120	107	0	0.206
SMC1AExon15_0927	chrX	53430475	53430586	PASS	307	129	129	129	124	0	0.325
SMC1AExon15_0928	chrX	53430581	53430692	PASS	306	176	176	175	166	0	0.334
SMC1AExon12_0929	chrX	53432148	53432269	FLAG	203	154	154	154	1	0	0.994
SMC1AExon12_0930	chrX	53432266	53432382	FLAG	203	49	49	49	45	0	0.721
SMC1AExon11_0931	chrX	53432417	53432528	FLAG	78	38	38	38	36	0	0.264
SMC1AExon11_0932	chrX	53432514	53432630	FLAG	78	37	37	37	21	0	0.727
SMC1AExon9_0933	chrX	53435959	53436070	PASS	267	119	119	119	113	0	0.287
SMC1AExon9_0934	chrX	53436055	53436166	PASS	326	209	209	208	197	0	0.113
SMC1AExon9_0935	chrX	53436103	53436214	FLAG	209	209	60	206	56	0	0.63
SMC1AExon8_0936	chrX	53436332	53436443	PASS	156	156	156	155	149	0	0.045
SMC1AExon5_0937	chrX	53439839	53439950	PASS	437	231	230	230	224	0	0.184
SMC1AExon5_0938	chrX	53439942	53440053	FLAG	583	352	239	348	67	0	0.802
SMC1AExon5_0939	chrX	53439992	53440108	FLAG	352	352	142	346	24	0	0.847
SMC1AExon4_0940	chrX	53440176	53440297	FLAG	266	52	52	52	50	0	0.504
SMC1AExon4_0941	chrX	53440287	53440408	FLAG	266	214	214	213	3	0	0.986
SMC1AExon3_0942	chrX	53441676	53441787	FLAG	206	206	73	202	70	0	0.618
SMC1AExon3_0943	chrX	53441721	53441832	FLAG	206	206	131	202	52	0	0.743
SMC1AExon2_0944	chrX	53441897	53442013	FLAG	440	121	118	120	14	0	0.884
SMC1AExon2_0945	chrX	53442010	53442121	FLAG	610	440	320	424	6	0	0.981
SMC1AExon2_0946	chrX	53442084	53442205	PASS	490	173	169	170	164	0	0.442
ATRXExon_0947	chrX	76763795	76763906	FLAG	157	62	62	62	5	0	0.966
ATRXExon_0948	chrX	76763891	76764002	FLAG	163	102	95	95	91	0	0.225
ATRXExon_0950	chrX	76776238	76776354	FLAG	127	80	80	80	78	0	0.121
ATRXExon_0951	chrX	76776342	76776463	FLAG	127	47	47	47	44	0	0.386
ATRXExon_0952	chrX	76776849	76776960	FLAG	236	115	106	106	4	0	0.962
ATRXExon_0953	chrX	76776932	76777043	PASS	235	129	129	128	122	0	0.338
ATRXExon_0954	chrX	76777709	76777820	PASS	231	231	105	227	100	0	0.532
ATRXExon_0955	chrX	76777764	76777885	PASS	231	231	126	227	108	0	0.532
ATRXExon_0957	chrX	76778802	76778918	FLAG	35	35	35	35	1	0	0.971
ATRXExon_0958	chrX	76812901	76813022	FLAG	186	102	102	102	98	0	0.237
ATRXExon_0959	chrX	76812991	76813102	FLAG	300	186	84	185	81	0	0.508
